Date,Open,High,Low,Close,Adj Close,Volume
13-06-2019,69.699997,69.699997,69.306999,69.699997,69.699997,0
14-06-2019,69.557999,69.842003,69.503998,69.800003,69.800003,0
17-06-2019,69.825996,70.044998,69.749001,69.7705,69.7705,0
18-06-2019,69.817001,70.112503,69.446999,70.112503,70.112503,0
19-06-2019,69.600502,69.806,69.478996,69.764999,69.764999,0
20-06-2019,69.640503,69.870003,69.331001,69.870003,69.870003,0
21-06-2019,69.510002,69.779999,69.502998,69.779999,69.779999,0
24-06-2019,69.608002,69.667503,69.291,69.569901,69.569901,0
25-06-2019,69.259003,69.602501,69.219002,69.602501,69.602501,0
26-06-2019,69.637497,69.769997,69.098999,69.637497,69.637497,0
27-06-2019,69.602501,69.615501,68.999001,69.602501,69.602501,0
28-06-2019,69.324997,69.324997,68.869003,69.324997,69.324997,0
01-07-2019,68.940498,69.074997,68.820999,68.940498,68.940498,0
02-07-2019,68.877998,69.167503,68.863998,69.167503,69.167503,0
03-07-2019,68.883003,69.082497,68.779503,69.082497,69.082497,0
04-07-2019,68.786003,69.0075,68.482002,69.0075,69.0075,0
05-07-2019,68.739998,68.769997,68.389,68.739998,68.739998,0
08-07-2019,68.443001,68.839996,68.440002,68.440002,68.440002,0
09-07-2019,68.558998,68.849998,68.507004,68.849998,68.849998,0
10-07-2019,68.555496,68.764999,68.292503,68.764999,68.764999,0
11-07-2019,68.508102,68.529999,68.202301,68.367599,68.367599,0
12-07-2019,68.443001,68.682999,68.356499,68.669998,68.669998,0
15-07-2019,68.550499,68.591003,68.301498,68.550301,68.550301,0
16-07-2019,68.532997,68.75,68.505997,68.747498,68.747498,0
17-07-2019,68.681297,68.894997,68.603996,68.894997,68.894997,0
18-07-2019,68.785896,69.012497,68.700302,68.786003,68.786003,0
19-07-2019,68.785301,68.934502,68.601501,68.849998,68.849998,0
22-07-2019,68.852997,69.205002,68.830002,68.830002,68.830002,0
23-07-2019,69.160004,69.192497,68.900002,69.160004,69.160004,0
24-07-2019,69.019997,69.349998,68.9226,69.019997,69.019997,0
25-07-2019,68.981102,69.184998,68.882797,69.184998,69.184998,0
26-07-2019,69.153,69.357498,68.816002,69.150497,69.150497,0
29-07-2019,68.870499,68.957001,68.709999,68.870003,68.870003,0
30-07-2019,68.748001,68.949997,68.660004,68.949997,68.949997,0
31-07-2019,69.077499,69.077499,68.755997,69.077499,69.077499,0
01-08-2019,68.999901,69.404999,68.866997,69.404999,69.404999,0
02-08-2019,69.296997,69.800003,69.0075,69.297203,69.297203,0
05-08-2019,69.693001,71.186996,69.657898,69.656898,69.656898,0
06-08-2019,71.519997,71.519997,70.495003,71.519997,71.519997,0
07-08-2019,71.032997,71.404503,70.592499,71.230003,71.230003,0
08-08-2019,71.165199,71.205002,70.396004,71.1651,71.1651,0
09-08-2019,70.487,71.061501,70.447998,70.470901,70.470901,0
12-08-2019,70.917,71.362503,70.910004,71.035004,71.035004,0
13-08-2019,71.276001,71.580002,70.739998,71.580002,71.580002,0
14-08-2019,71.110298,71.5625,70.809998,71.080002,71.080002,0
15-08-2019,71.267998,71.900002,71.267998,71.635201,71.635201,0
16-08-2019,71.803001,71.803001,71.008003,71.720001,71.720001,0
19-08-2019,71.148003,71.579498,71.035004,71.132004,71.132004,0
20-08-2019,71.444,71.995003,71.441002,71.995003,71.995003,0
21-08-2019,71.542,71.809998,71.334,71.809998,71.809998,0
22-08-2019,71.429497,72.019997,71.392998,71.437798,71.437798,0
23-08-2019,72.264999,72.264999,71.406502,71.920403,71.920403,0
26-08-2019,71.504997,72.334999,71.502502,71.502502,71.502502,0
27-08-2019,72.0103,72.160004,71.370003,72.160004,72.160004,0
28-08-2019,71.535301,71.894997,71.455002,71.535004,71.535004,0
29-08-2019,71.819298,72.093498,71.620003,72.084999,72.084999,0
30-08-2019,71.680298,71.977501,71.376999,71.680199,71.680199,0
02-09-2019,71.445999,72.007797,71.445999,71.729897,71.729897,0
03-09-2019,71.959503,72.620003,71.730003,71.962097,71.962097,0
04-09-2019,72.1605,72.459999,71.887001,72.459999,72.459999,0
05-09-2019,71.958,72.269997,71.771004,71.955704,71.955704,0
06-09-2019,71.923302,72.220001,71.475998,72.220001,72.220001,0
09-09-2019,71.638,71.714996,71.487801,71.669998,71.669998,0
10-09-2019,72.092499,72.110001,71.734001,72.092499,72.092499,0
11-09-2019,71.865501,72.18,71.593002,71.859001,71.859001,0
12-09-2019,71.560303,71.832497,70.863998,71.560097,71.560097,0
13-09-2019,70.963997,71.285004,70.858002,71.285004,71.285004,0
16-09-2019,70.977997,71.6483,70.977997,71.020699,71.020699,0
17-09-2019,71.572998,72.322304,71.355003,71.7491,71.7491,0
18-09-2019,71.483002,71.709999,71.083,71.709999,71.709999,0
19-09-2019,71.138,71.542503,71.054497,71.542503,71.542503,0
20-09-2019,71.382896,71.717499,70.712303,71.717499,71.717499,0
23-09-2019,71.068001,71.227501,70.768204,71.191597,71.191597,0
24-09-2019,71.019997,71.029999,70.719803,70.789597,70.789597,0
25-09-2019,70.958298,71.324997,70.934799,71.285004,71.285004,0
26-09-2019,70.981003,71.309998,70.831497,71.309998,71.309998,0
27-09-2019,70.953003,71.214996,70.365997,71.214996,71.214996,0
30-09-2019,70.500999,70.875504,70.375298,70.498703,70.498703,0
01-10-2019,70.638,71.241501,70.606499,70.922501,70.922501,0
02-10-2019,71.099998,71.542999,71.005501,71.099998,71.099998,0
03-10-2019,71.140503,71.415001,70.867996,71.141602,71.141602,0
04-10-2019,71.023003,71.25,70.762497,71.019997,71.019997,0
07-10-2019,70.818001,71.091499,70.815002,70.815002,70.815002,0
08-10-2019,70.968002,71.360001,70.828003,71.360001,71.360001,0
09-10-2019,71.212997,71.574997,70.948997,71.209999,71.209999,0
10-10-2019,71.112999,71.410004,70.882004,71.410004,71.410004,0
11-10-2019,71.199997,71.199997,70.759003,70.980003,70.980003,0
14-10-2019,70.917,71.249496,70.731499,70.914001,70.914001,0
15-10-2019,71.228996,71.583,71.124001,71.452499,71.452499,0
16-10-2019,71.760002,71.760002,71.364502,71.760002,71.760002,0
17-10-2019,71.354401,71.620003,71.07,71.620003,71.620003,0
18-10-2019,71.123001,71.422501,70.966003,71.422501,71.422501,0
21-10-2019,71.083,71.346001,70.745499,71.029999,71.029999,0
22-10-2019,71.105003,71.105003,70.7575,71.105003,71.105003,0
23-10-2019,71.074997,71.175003,70.708,71.074997,71.074997,0
24-10-2019,70.932503,71.072998,70.699501,70.714996,70.714996,0
25-10-2019,70.958,71.190002,70.751503,71.190002,71.190002,0
28-10-2019,70.830002,70.877502,70.6726,70.830002,70.830002,0
29-10-2019,70.7351,70.898003,70.68,70.735001,70.735001,0
30-10-2019,70.8843,71.050003,70.728996,70.884598,70.884598,0
31-10-2019,70.989998,71.139,70.676498,70.989998,70.989998,0
01-11-2019,71.272499,71.272499,70.538002,70.970001,70.970001,0
04-11-2019,70.5121,70.815002,70.471497,70.5121,70.5121,0
05-11-2019,71,71,70.614304,71,71,0
06-11-2019,70.894997,71.097,70.649002,70.894997,70.894997,0
07-11-2019,71.2575,71.2575,70.874802,71,71,0
08-11-2019,71.307999,71.470001,71.268501,71.376503,71.376503,0
11-11-2019,71.349998,71.613998,71.233002,71.376503,71.376503,0
12-11-2019,71.747498,71.778999,71.494301,71.573997,71.573997,0
13-11-2019,71.780098,72.191498,71.637001,71.779999,71.779999,0
14-11-2019,72.141602,72.360001,71.827003,72.141502,72.141502,0
15-11-2019,71.955597,72.172501,71.586502,71.955803,71.955803,0
18-11-2019,71.625,71.939003,71.572998,71.705803,71.705803,0
19-11-2019,71.934998,72.169998,71.617302,71.935097,71.935097,0
20-11-2019,72.07,72.07,71.653999,71.850998,71.850998,0
21-11-2019,71.980003,71.980003,71.693802,71.768204,71.768204,0
22-11-2019,71.740097,71.942497,71.639,71.740501,71.740501,0
25-11-2019,71.7826,71.864998,71.611504,71.7826,71.7826,0
26-11-2019,71.679398,71.809998,71.421997,71.679497,71.679497,0
27-11-2019,71.429497,71.580002,71.219803,71.428398,71.428398,0
28-11-2019,71.227798,71.75,71.227699,71.228104,71.228104,0
29-11-2019,71.547401,71.875504,71.498001,71.547401,71.547401,0
02-12-2019,71.738998,71.808998,71.573997,71.723,71.723,0
03-12-2019,71.625099,71.808998,71.499001,71.625,71.625,0
04-12-2019,71.730698,71.959999,71.469002,71.959999,71.959999,0
05-12-2019,71.480003,71.639999,71.1791,71.480103,71.480103,0
06-12-2019,71.229897,71.431999,71.195,71.385002,71.385002,0
09-12-2019,71.272903,71.275002,71.008499,71.286797,71.286797,0
10-12-2019,70.960098,71.150002,70.780998,70.960197,70.960197,0
11-12-2019,70.822304,71.010002,70.653,71.010002,71.010002,0
12-12-2019,70.729202,70.93,70.516998,70.729301,70.729301,0
13-12-2019,70.709999,70.853996,70.471001,70.559898,70.559898,0
16-12-2019,70.679497,71.028,70.666496,70.689003,70.689003,0
17-12-2019,70.920502,71.091003,70.848,70.920502,70.920502,0
18-12-2019,71.025597,71.264503,70.871002,71.214996,71.214996,0
19-12-2019,70.989998,71.364998,70.872002,70.989899,70.989899,0
20-12-2019,71.222702,71.425003,71.033997,71.222702,71.222702,0
23-12-2019,71.050003,71.290497,71.033997,71.024002,71.024002,0
24-12-2019,71.209999,71.410004,71.142303,71.210701,71.210701,0
25-12-2019,71.459999,71.459999,71.1875,71.459999,71.459999,0
26-12-2019,71.335999,71.540001,71.2005,71.540001,71.540001,0
27-12-2019,71.459999,71.561996,71.190002,71.300301,71.300301,0
30-12-2019,71.410004,71.5,71.252998,71.313004,71.313004,0
31-12-2019,71.310997,71.537498,71.134804,71.310997,71.310997,0
01-01-2020,71.275803,71.43,71.029999,71.275803,71.275803,0
02-01-2020,71.025002,71.405502,71.025002,71.025002,71.025002,0
03-01-2020,71.415001,71.995003,71.229797,71.415001,71.415001,0
06-01-2020,71.720001,72.190002,71.703003,71.731003,71.731003,0
07-01-2020,72.019997,72.0326,71.668999,71.787003,71.787003,0
08-01-2020,72.160004,72.5,71.344498,72.160004,72.160004,0
09-01-2020,71.629997,71.629997,71.101997,71.411903,71.411903,0
10-01-2020,71.392502,71.392502,70.829002,71.194298,71.194298,0
13-01-2020,70.953003,70.989998,70.648003,70.953003,70.953003,0
14-01-2020,70.718903,70.952499,70.606499,70.718903,70.718903,0
15-01-2020,71.105003,71.105003,70.660004,70.8451,70.8451,0
16-01-2020,70.932503,71.099998,70.661499,70.718002,70.718002,0
17-01-2020,71.162498,71.162498,70.835999,70.945602,70.945602,0
20-01-2020,71.033699,71.25,70.720001,71.034698,71.034698,0
21-01-2020,71.2425,71.370003,71.029999,71.030998,71.030998,0
22-01-2020,71.204002,71.415001,71.066498,71.169998,71.169998,0
23-01-2020,71.07,71.452499,71.07,71.078102,71.078102,0
24-01-2020,71.322197,71.510002,71.208504,71.320999,71.320999,0
27-01-2020,71.32,71.635002,71.32,71.324997,71.324997,0
28-01-2020,71.654999,71.654999,71.178001,71.440002,71.440002,0
29-01-2020,71.230103,71.425003,71.168503,71.2304,71.2304,0
30-01-2020,71.300003,71.711998,71.300003,71.300003,71.300003,0
31-01-2020,71.639999,71.639999,71.277496,71.639999,71.639999,0
03-02-2020,71.544998,71.699997,71.265503,71.496498,71.496498,0
04-02-2020,71.314102,71.514999,71.084999,71.314102,71.314102,0
05-02-2020,71.100403,71.279999,71.099899,71.099998,71.099998,0
06-02-2020,71.181,71.397499,71.121002,71.18,71.18,0
07-02-2020,71.470001,71.570999,71.177498,71.470001,71.470001,0
10-02-2020,71.504997,71.508003,71.259003,71.515503,71.515503,0
11-02-2020,71.470001,71.470001,71.171501,71.279999,71.279999,0
12-02-2020,71.275497,71.474998,71.064003,71.275299,71.275299,0
13-02-2020,71.296501,71.491898,71.235802,71.296204,71.296204,0
14-02-2020,71.268501,71.596001,71.256401,71.268501,71.268501,0
17-02-2020,71.5177,71.5177,71.268997,71.514801,71.514801,0
18-02-2020,71.349297,71.613503,71.330002,71.349197,71.349197,0
19-02-2020,71.790001,71.815002,71.420998,71.574997,71.574997,0
20-02-2020,71.632896,71.919502,71.547401,71.827499,71.827499,0
21-02-2020,72.110001,72.110001,71.669998,72.110001,72.110001,0
24-02-2020,71.870003,72.355003,71.766998,71.886803,71.886803,0
25-02-2020,72.0467,72.294998,71.593002,72.0467,72.0467,0
26-02-2020,71.870003,72.137497,71.525597,71.870003,71.870003,0
27-02-2020,71.663399,71.952499,71.535004,71.663399,71.663399,0
28-02-2020,71.93,72.815002,71.627502,71.93,71.93,0
02-03-2020,72.528999,73.387497,71.952499,72.150002,72.150002,0
03-03-2020,72.4235,73.599998,72.342499,72.824997,72.824997,0
04-03-2020,73.342003,74.037498,72.894997,73.342003,73.342003,0
05-03-2020,74.042503,74.080002,73.050003,74.042503,74.042503,0
06-03-2020,73.855103,74.440002,73.496498,73.855103,73.855103,0
09-03-2020,73.9953,75.0625,73.862503,73.9953,73.9953,0
10-03-2020,75.144997,75.144997,73.735497,74.405998,74.405998,0
11-03-2020,74.205002,74.404999,73.404503,74.205002,74.205002,0
12-03-2020,74.760002,75.379997,73.994499,74.760002,74.760002,0
13-03-2020,74.436096,75.434998,73.699501,75.300003,75.300003,0
16-03-2020,73.830002,75.122498,73.7575,73.903999,73.903999,0
17-03-2020,75.154999,75.154999,73.580002,75.154999,75.154999,0
18-03-2020,74.012398,74.989502,73.705002,74.012398,74.012398,0
19-03-2020,74.982002,75.571999,74.411003,74.982002,74.982002,0
20-03-2020,76.120003,76.230003,74.154999,75.159698,75.159698,0
23-03-2020,75.388496,77.754997,75.275002,75.622101,75.622101,0
24-03-2020,76.505997,77.75,75.012497,76.505997,76.505997,0
25-03-2020,77.260002,77.474998,75.849998,77.260002,77.260002,0
26-03-2020,77.095001,77.095001,74.769501,75.845497,75.845497,0
27-03-2020,74.725601,76.25,73.989998,74.725601,74.725601,0
30-03-2020,75.464996,76.379997,74.989998,75.464996,75.464996,0
31-03-2020,75.400101,76.482498,75.134499,75.400002,75.400002,0
01-04-2020,76.110001,77.377602,75.324997,75.324997,75.324997,0
02-04-2020,76.585503,77.57,76.010002,77.57,77.57,0
03-04-2020,77.139999,77.504997,75.75,77.139999,77.139999,0
06-04-2020,76.230003,77.379997,75.904503,76.230003,76.230003,0
07-04-2020,75.964897,77.114998,75.251999,75.964897,75.964897,0
08-04-2020,76.660004,77.199997,75.572502,76.660004,76.660004,0
09-04-2020,75.959,77.199997,75.747498,75.959,75.959,0
10-04-2020,76.650002,76.68,75.807503,76.650002,76.650002,0
13-04-2020,76.166496,76.952499,75.9925,76.166496,76.166496,0
14-04-2020,76.910004,76.962502,75.939499,76.910004,76.910004,0
15-04-2020,75.931,76.709503,75.921303,75.931,75.931,0
16-04-2020,76.500099,77.510002,76.472,77.212502,77.212502,0
17-04-2020,76.858902,77.57,76.247002,77.57,77.57,0
20-04-2020,76.559998,77.315002,76.311302,76.559998,76.559998,0
21-04-2020,76.5924,77.614998,76.4963,77.209999,77.209999,0
22-04-2020,77.684998,77.684998,76.384499,76.969398,76.969398,0
23-04-2020,76.995003,76.995003,75.672501,76.400002,76.400002,0
24-04-2020,76.422501,76.800003,75.839996,76.422501,76.422501,0
27-04-2020,76.2715,76.785004,75.887497,76.2715,76.2715,0
28-04-2020,76.654999,76.654999,75.790398,76.186302,76.186302,0
29-04-2020,76.464996,76.464996,75.412003,76.464996,76.464996,0
30-04-2020,75.610001,75.75,74.805,75.258499,75.258499,0
01-05-2020,75.720001,76.144997,75.072998,75.720001,75.720001,0
04-05-2020,75.591003,75.805,75.352501,75.600502,75.600502,0
05-05-2020,75.629997,76.115799,75.379997,75.849998,75.849998,0
06-05-2020,76.169998,76.169998,75.590302,76.169998,76.169998,0
07-05-2020,76.550003,76.550003,75.709503,76.151299,76.151299,0
08-05-2020,76.080002,76.080002,75.260002,76.080002,76.080002,0
11-05-2020,75.525002,76.260002,75.039497,75.525002,75.525002,0
12-05-2020,75.927597,76.309998,75.041298,76.309998,76.309998,0
13-05-2020,75.3685,75.68,75.043999,75.68,75.68,0
14-05-2020,75.4272,75.730003,75.341003,75.426201,75.426201,0
15-05-2020,75.485001,76.185501,75.319298,75.485001,75.485001,0
18-05-2020,75.82,76.092003,75.612396,75.82,75.82,0
19-05-2020,75.599998,76.040001,75.527496,75.600098,75.600098,0
20-05-2020,75.699997,76,75.462997,76,76,0
21-05-2020,75.779999,75.919998,75.416,75.779999,75.779999,0
22-05-2020,75.625,76.209503,75.610001,75.625,75.625,0
25-05-2020,75.985001,76.129501,75.7575,75.985001,75.985001,0
26-05-2020,75.873596,76.110001,75.404999,76.110001,76.110001,0
27-05-2020,75.489502,76,75.381302,75.82,75.82,0
28-05-2020,75.885696,76.129997,75.634499,76.129997,76.129997,0
29-05-2020,75.959999,75.959999,75.4263,75.959999,75.959999,0
01-06-2020,75.513199,75.769997,75.235497,75.513199,75.513199,0
02-06-2020,75.730003,75.730003,74.982803,75.730003,75.730003,0
03-06-2020,75.275002,75.684998,74.914398,75.065804,75.065804,0
04-06-2020,75.327698,75.635002,75.281898,75.544998,75.544998,0
05-06-2020,75.4832,75.792503,75.309402,75.490898,75.490898,0
08-06-2020,75.5177,75.739998,75.388802,75.5177,75.5177,0
09-06-2020,75.399803,75.691002,75.391899,75.625,75.625,0
10-06-2020,75.509697,75.7799,75.3769,75.509804,75.509804,0
11-06-2020,75.875,76.196999,75.5,75.875,75.875,0
12-06-2020,76.389999,76.389999,75.767502,76.389999,76.389999,0
15-06-2020,75.956902,76.220001,75.894997,75.956802,75.956802,0
16-06-2020,76.097504,76.283798,75.745003,75.977997,75.977997,0
17-06-2020,76.403702,76.654999,76.094498,76.654999,76.654999,0
18-06-2020,76.289803,76.550003,76.001503,76.550003,76.550003,0
19-06-2020,76.483101,76.635002,76.105499,76.400398,76.400398,0
22-06-2020,76.257301,76.453499,75.738503,76.252098,76.252098,0
23-06-2020,76,76.119797,75.472,75.789803,75.789803,0
24-06-2020,75.839996,75.839996,75.466003,75.607803,75.607803,0
25-06-2020,75.970001,75.970001,75.519798,75.970001,75.970001,0
26-06-2020,75.542,75.745003,75.430496,75.539803,75.539803,0
29-06-2020,75.619797,75.6418,75.4319,75.619797,75.619797,0
30-06-2020,75.518799,75.699997,75.388496,75.699997,75.699997,0
01-07-2020,75.556999,75.75,75.474998,75.75,75.75,0
02-07-2020,75.677498,75.677498,74.607498,75.454903,75.454903,0
03-07-2020,74.875,74.989998,74.544502,74.721001,74.721001,0
06-07-2020,74.679298,74.807999,74.430298,74.679298,74.679298,0
07-07-2020,74.607498,74.962997,74.540298,74.607597,74.607597,0
08-07-2020,75.125,75.125,74.8125,75.125,75.125,0
09-07-2020,74.920998,75.1567,74.847801,74.939903,74.939903,0
10-07-2020,75.339996,75.355003,75.056702,75.339996,75.339996,0
13-07-2020,75.194298,75.434998,75.070503,75.158501,75.158501,0
14-07-2020,75.449997,75.510498,75.2118,75.449997,75.449997,0
15-07-2020,75.574997,75.574997,75.043297,75.574997,75.574997,0
16-07-2020,75.124901,75.349998,75.085999,75.124901,75.124901,0
17-07-2020,75.419998,75.419998,74.916,75.1745,75.1745,0
20-07-2020,74.8974,75.150002,74.747002,74.897301,74.897301,0
21-07-2020,74.989998,74.994003,74.507401,74.989998,74.989998,0
22-07-2020,74.769997,74.833099,74.4646,74.769997,74.769997,0
23-07-2020,74.82,74.925598,74.572304,74.82,74.82,0
24-07-2020,75.044998,75.099998,74.6847,74.807297,74.807297,0
27-07-2020,74.725601,74.983498,74.513496,74.759804,74.759804,0
28-07-2020,75,75,74.648499,75,75,0
29-07-2020,75.089996,75.089996,74.683998,75.089996,75.089996,0
30-07-2020,74.8312,75.019997,74.750504,74.8312,74.8312,0
31-07-2020,74.783798,74.989998,74.613503,74.989998,74.989998,0
03-08-2020,74.9179,75.298401,74.835999,74.917801,74.917801,0
04-08-2020,75.330002,75.364998,74.973,75.330002,75.330002,0
05-08-2020,75.25,75.25,74.771301,75.25,75.25,0
06-08-2020,75.099998,75.099998,74.768997,74.882202,74.882202,0
07-08-2020,74.899803,75.1092,74.875999,74.899803,74.899803,0
10-08-2020,75.026901,75.246002,74.856003,75.024803,75.024803,0
11-08-2020,75.099998,75.099998,74.515999,75.099998,75.099998,0
12-08-2020,74.900002,74.924004,74.619797,74.900002,74.900002,0
13-08-2020,74.997498,74.997498,74.744003,74.772102,74.772102,0
14-08-2020,75.029999,75.029999,74.7285,75.029999,75.029999,0
17-08-2020,74.902802,75.080002,74.662399,74.902802,74.902802,0
18-08-2020,75,75,74.570297,75,75,0
19-08-2020,74.794998,75.057503,74.575302,74.794998,74.794998,0
20-08-2020,75.18,75.199997,74.847198,74.966797,74.966797,0
21-08-2020,75.190002,75.190002,74.822998,74.999901,74.999901,0
24-08-2020,74.921799,74.921799,73.925301,74.921799,74.921799,0
25-08-2020,74.400002,74.639297,74.046997,74.400002,74.400002,0
26-08-2020,74.452499,74.452499,74.185997,74.452499,74.452499,0
27-08-2020,74.459999,74.459999,73.763901,74.240097,74.240097,0
28-08-2020,73.970001,73.970001,73.095802,73.774498,73.774498,0
31-08-2020,73.128403,73.885002,73.0345,73.128304,73.128304,0
01-09-2020,73.669998,73.669998,72.718498,73.669998,73.669998,0
02-09-2020,73.269997,73.370003,72.889297,73.269997,73.269997,0
03-09-2020,73.459999,73.711304,72.893501,73.248497,73.248497,0
04-09-2020,73.667503,73.669998,73.010803,73.447899,73.447899,0
07-09-2020,73.290298,73.506798,73.018997,73.290298,73.290298,0
08-09-2020,73.650002,73.957802,73.392998,73.650002,73.650002,0
09-09-2020,73.786797,74.050003,73.082497,73.786797,73.786797,0
10-09-2020,73.550003,73.550003,73.012001,73.550003,73.550003,0
11-09-2020,73.75,73.75,73.363998,73.527298,73.527298,0
14-09-2020,73.478699,73.7024,73.244003,73.4786,73.4786,0
15-09-2020,73.384003,73.723,73.288498,73.614998,73.614998,0
16-09-2020,73.6101,73.800003,73.463799,73.800003,73.800003,0
17-09-2020,73.764999,73.788101,73.398003,73.550697,73.550697,0
18-09-2020,73.779999,73.779999,73.172997,73.583603,73.583603,0
21-09-2020,73.534798,73.649597,73.278,73.534798,73.534798,0
22-09-2020,73.579803,73.650002,73.388,73.579803,73.579803,0
23-09-2020,73.502899,73.800003,73.438004,73.502998,73.502998,0
